movieId,count,mean,deviation,title
1610,22165,7.725693661177532,1.672093008979632,"Hunt for Red October, The (1990)"
1219,22146,8.134426081459406,1.724654389682666,Psycho (1960)
339,22111,6.998778888336123,1.863755649545139,While You Were Sleeping (1995)
3949,22066,7.987356113477748,1.8860283025494904,Requiem for a Dream (2000)
5816,22030,7.283567862006355,1.9827843140232186,Harry Potter and the Chamber of Secrets (2002)
551,21940,7.476526891522334,1.9395217048657365,"Nightmare Before Christmas, The (1993)"
2987,21899,7.083382802867711,1.8874358416030643,Who Framed Roger Rabbit? (1988)
1653,21890,7.608953860210142,1.7464405502662224,Gattaca (1997)
2012,21881,6.6745578355651025,2.029462225882119,Back to the Future Part III (1990)
1584,21638,7.369072927257602,1.9118217303278802,Contact (1997)
19,21552,5.284335560504825,2.32253359460046,Ace Ventura: When Nature Calls (1995)
1225,21085,8.139198482333413,1.691240566137588,Amadeus (1984)
5378,21079,6.107405474643009,2.277824069995711,Star Wars: Episode II - Attack of the Clones (2002)
2174,20847,7.001247181848707,1.8792836841627696,Beetlejuice (1988)
141,20757,7.0203304909187265,1.9601864497907724,"Birdcage, The (1996)"
8636,20725,6.890952955367913,1.9892777833089912,Spider-Man 2 (2004)
99114,20687,8.009764586455262,1.7489382637607642,Django Unchained (2012)
95,20642,6.154490843910474,1.9171382965343984,Broken Arrow (1996)
2791,20475,7.598339438339439,1.9391538486590902,Airplane! (1980)
54286,20474,7.838771124352838,1.7127639851955605,"Bourne Ultimatum, The (2007)"
1220,20460,7.6003421309872925,1.911439187008803,"Blues Brothers, The (1980)"
49272,20455,7.64131019310682,1.718950520263159,Casino Royale (2006)
1101,20453,6.832640688407569,2.0054215715068646,Top Gun (1986)
2797,20407,7.234086342921547,1.7829488695867062,Big (1988)
6711,20288,7.587884463722397,2.005062135142006,Lost in Translation (2003)
8360,20198,6.950935736211506,1.975293970770001,Shrek 2 (2004)
904,20162,8.475895248487253,1.5535157848005776,Rear Window (1954)
1573,20129,6.65596899995032,2.0578210926310923,Face/Off (1997)
8665,20091,7.708725299885521,1.6739960692805278,"Bourne Supremacy, The (2004)"
25,20070,7.354608868958644,2.0752360463199495,Leaving Las Vegas (1995)
3948,20058,6.789061721009074,1.985595534504332,Meet the Parents (2000)
6333,19963,7.202424485297801,1.797383723755555,X2: X-Men United (2003)
91529,19912,7.942697870630775,1.8780779670994001,"Dark Knight Rises, The (2012)"
508,19902,7.6042608783036885,1.7512965998913246,Philadelphia (1993)
6016,19894,8.36317482658088,1.6869135924383807,City of God (Cidade de Deus) (2002)
3897,19887,7.667320360034193,1.7679268359561364,Almost Famous (2000)
48394,19868,7.959834910408698,1.8189002890107488,"Pan's Labyrinth (Laberinto del fauno, El) (2006)"
17,19729,7.897612651426834,1.9310548695884904,Sense and Sensibility (1995)
1079,19715,7.6690337306619325,1.7860256571490734,"Fish Called Wanda, A (1988)"
8874,19558,7.755343082114735,1.8251020314951882,Shaun of the Dead (2004)
2710,19486,5.795853433234117,2.46344488177074,"Blair Witch Project, The (1999)"
36,19388,7.83737363317516,1.8018668222865966,Dead Man Walking (1995)
2542,19260,8.05332294911734,1.6867186641768317,"Lock, Stock & Two Smoking Barrels (1998)"
1356,19202,7.309186543068431,1.9781020813042876,Star Trek: First Contact (1996)
104,19190,6.788796248045857,2.1539211376709497,Happy Gilmore (1996)
50872,19157,7.622279062483687,1.7946757073513029,Ratatouille (2007)
788,19138,5.622165325530358,2.2013273163593294,"Nutty Professor, The (1996)"
2617,19103,6.411034915981783,2.112734098048345,"Mummy, The (1999)"
923,19091,8.18537530773663,1.9695023713292494,Citizen Kane (1941)
63082,19073,7.665233576259634,1.7636321329453772,Slumdog Millionaire (2008)
46578,19048,7.726742965140697,1.7465353523614149,Little Miss Sunshine (2006)
300,18997,7.32757803863768,1.6245005365784708,Quiz Show (1994)
2000,18949,7.387988812074516,1.741524096194036,Lethal Weapon (1987)
2692,18891,7.939971414959505,1.6806740622668956,Run Lola Run (Lola rennt) (1998)
74458,18886,7.929524515514138,1.6878327235330668,Shutter Island (2010)
40815,18848,7.535759762308999,1.9609913908823147,Harry Potter and the Goblet of Fire (2005)
1485,18777,6.476167651914577,1.9525090244159258,Liar Liar (1997)
51662,18769,7.135009856678566,2.1079646013155453,300 (2007)
3751,18762,6.977507728387166,1.9939745632778172,Chicken Run (2000)
1247,18724,8.063020722067934,1.7162309504600382,"Graduate, The (1967)"
33493,18703,6.777789659412928,2.236982373958959,Star Wars: Episode III - Revenge of the Sith (2005)
1625,18647,7.734219981766504,1.7212229062244884,"Game, The (1997)"
55820,18474,8.052289704449496,1.7695935952090638,No Country for Old Men (2007)
16,18404,7.647413605737883,1.7206574972604247,Casino (1995)
3623,18337,5.961716747559579,2.093046186918765,Mission: Impossible II (2000)
56367,18306,7.4656943078771985,1.842515234322517,Juno (2007)
62,18242,7.430709352044732,1.9672907274649145,Mr. Holland's Opus (1995)
5218,18215,7.080373318693384,1.889565724870712,Ice Age (2002)
1201,18162,8.258671952428147,1.6811656337773722,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)"
3408,18105,7.1451532725766365,1.8279773442232905,Erin Brockovich (2000)
442,18088,6.142580716497125,1.9720399255654542,Demolition Man (1993)
6934,18074,6.4199955737523515,2.231061608032168,"Matrix Revolutions, The (2003)"
474,17996,7.442487219382085,1.5158599214924608,In the Line of Fire (1993)
70286,17970,7.612966054535336,1.8645964297419126,District 9 (2009)
594,17940,7.164604236343367,1.970048932707442,Snow White and the Seven Dwarfs (1937)
3977,17923,5.5058862913574735,2.1623397129153843,Charlie's Angels (2000)
440,17918,7.201808237526509,1.627645667450417,Dave (1993)
410,17836,6.023267548777753,1.8732673552087267,Addams Family Values (1993)
1391,17814,5.940720781407881,2.184487769601231,Mars Attacks! (1996)
2700,17806,7.252723800965967,2.2238999836046665,"South Park: Bigger, Longer and Uncut (1999)"
89745,17572,7.560493967675848,2.060309391500806,"Avengers, The (2012)"
1127,17568,7.336520947176685,1.7516508678416658,"Abyss, The (1989)"
7147,17528,7.5971588315837515,1.7717108214615747,Big Fish (2003)
8644,17321,6.939553143582934,1.8228044805852825,"I, Robot (2004)"
1676,17245,6.580284140330531,2.207015456182698,Starship Troopers (1997)
337,17234,7.502437043054427,1.7415295188266744,What's Eating Gilbert Grape (1993)
3052,17152,7.250641324626866,2.02067173877129,Dogma (1999)
5995,17070,8.094786174575278,1.6503955566947432,"Pianist, The (2002)"
11,17042,7.314341039784063,1.8097901421269245,"American President, The (1995)"
4034,17023,7.595077248428597,1.762843623329536,Traffic (2000)
3481,17019,7.611845584346907,1.7411841968793662,High Fidelity (2000)
1252,16929,8.31726622954693,1.6728356760379923,Chinatown (1974)
1954,16918,7.457382669346258,1.9390239731549288,Rocky (1976)
908,16850,8.393234421364985,1.5591761454306587,North by Northwest (1959)
1090,16796,7.8072160038104315,1.6685409502525639,Platoon (1986)
3527,16762,7.313685717694786,1.844834708128041,Predator (1987)
1407,16657,6.557243201056613,2.1512186944300047,Scream (1996)
1203,16569,8.486028124811394,1.5751536739331005,12 Angry Men (1957)
1288,16558,8.017936948906874,1.8695719921536043,This Is Spinal Tap (1984)
3994,16557,6.997886090475328,1.8487918456510832,Unbreakable (2000)
1370,16548,6.894972202078801,1.7988443623335695,Die Hard 2 (1990)
134130,16489,8.066832433743707,1.6396343174410954,The Martian (2015)
368,16475,6.825553869499242,1.793697602114635,Maverick (1994)
69122,16433,7.198503012231486,2.045735631260802,"Hangover, The (2009)"
2268,16381,7.635980709358403,1.6497373337734442,"Few Good Men, A (1992)"
6502,16372,7.511116540434889,1.8071282036334704,28 Days Later (2002)
1230,16371,8.084906236637957,1.9576764981205168,Annie Hall (1977)
112852,16324,7.864493996569468,1.9080155220212933,Guardians of the Galaxy (2014)
353,16219,7.035945496023182,2.0015723837493353,"Crow, The (1994)"
1380,16206,6.625323954091077,2.2398451572032614,Grease (1978)
2712,16102,6.556949447273631,2.299608245853059,Eyes Wide Shut (1999)
2054,16092,5.437484464330102,1.9881900609714238,"Honey, I Shrunk the Kids (1989)"
68358,16090,7.676009944064637,1.863414272304319,Star Trek (2009)
45722,16056,6.9141131041355255,2.0032760768830493,Pirates of the Caribbean: Dead Man's Chest (2006)
509,15998,7.362232779097387,2.1144631988549234,"Piano, The (1993)"
1207,15986,8.292881271112224,1.7134535435477478,To Kill a Mockingbird (1962)
2194,15976,7.753067100650976,1.5494125235729128,"Untouchables, The (1987)"
903,15945,8.241643148322359,1.6510337680088478,Vertigo (1958)
1544,15928,5.996860873932697,2.0188700287192756,"Lost World: Jurassic Park, The (1997)"
4979,15833,7.54519042506158,2.0735271085064824,"Royal Tenenbaums, The (2001)"
1374,15787,7.4041933236207,2.0109897355107114,Star Trek II: The Wrath of Khan (1982)
7143,15759,7.336379211878926,1.8323546064688367,"Last Samurai, The (2003)"
266,15759,7.000698013833365,2.073056356030037,Legends of the Fall (1994)
317,15733,6.256149494692684,2.0210832162284187,"Santa Clause, The (1994)"
106782,15732,7.775108060005085,1.8755429754997026,"Wolf of Wall Street, The (2013)"
1234,15675,8.284720893141946,1.5755057489762603,"Sting, The (1973)"
7254,15645,7.405624800255673,1.928667595660903,The Butterfly Effect (2004)
1278,15594,7.969924329870463,1.8220538860500772,Young Frankenstein (1974)
235,15582,7.328776793736362,1.9134181841414495,Ed Wood (1994)
116797,15520,7.990657216494846,1.6152114820464745,The Imitation Game (2014)
1394,15470,7.751260504201681,1.903870706742448,Raising Arizona (1987)
1199,15455,8.028663862827564,1.9700143426403887,Brazil (1985)
2353,15414,7.1432463993771895,1.7200356979409868,Enemy of the State (1998)
786,15412,6.269660005190761,1.9772453704524091,Eraser (1996)
953,15384,8.065717628705148,1.9871942544288776,It's a Wonderful Life (1946)
2985,15346,6.724292975368174,2.02809339698648,RoboCop (1987)
555,15314,7.621783988507248,1.7737091281110313,True Romance (1993)
1148,15270,8.249574328749182,1.8898176757756713,Wallace & Gromit: The Wrong Trousers (1993)
1304,15265,8.079266295447102,1.6362813487961203,Butch Cassidy and the Sundance Kid (1969)
1035,15248,7.603029905561385,2.168723279332344,"Sound of Music, The (1965)"
3753,15170,6.900856954515491,2.1011235274879243,"Patriot, The (2000)"
6373,15145,6.421789369428854,1.8995093742653262,Bruce Almighty (2003)
2081,15145,7.063519313304721,2.0901640963308705,"Little Mermaid, The (1989)"
1028,15121,7.4530785000992,1.9915987435422677,Mary Poppins (1964)
1552,15116,6.39593807885684,2.007615514185419,Con Air (1997)
4246,15098,6.773877334746324,2.067036063646811,Bridget Jones's Diary (2001)
1641,15077,7.369171585859256,1.8318688897278608,"Full Monty, The (1997)"
48774,15063,7.795791011086769,1.7430525475864938,Children of Men (2006)
1997,15002,7.4896013864818025,2.0918333593523157,"Exorcist, The (1973)"
3471,14984,7.55552589428724,1.776202610121955,Close Encounters of the Third Kind (1977)
4262,14900,7.874765100671141,1.7374155436114902,Scarface (1983)
1266,14802,7.989596000540468,1.72378877053703,Unforgiven (1992)
173,14758,5.110719609703212,2.0782791031227545,Judge Dredd (1995)
1183,14748,7.239083265527529,2.2847267734882704,"English Patient, The (1996)"
2640,14746,6.7918079479180795,1.8627517392437178,Superman (1978)
1608,14737,6.609689896179684,1.9277274254399315,Air Force One (1997)
35836,14727,6.915257689957222,2.0254097124779222,"40-Year-Old Virgin, The (2005)"
350,14696,6.933315187806206,1.6276500130843752,"Client, The (1994)"
3081,14669,7.047856022905447,1.7552058427947603,Sleepy Hollow (1999)
920,14668,7.619648213798746,2.165558727556069,Gone with the Wind (1939)
2395,14666,7.7036683485612985,2.029985625434665,Rushmore (1998)
3175,14659,7.215567228323897,1.930975777997206,Galaxy Quest (1999)
81845,14610,7.833949349760438,1.6516618704366062,"King's Speech, The (2010)"
73017,14515,7.493765070616604,1.7961456777711118,Sherlock Holmes (2009)
784,14457,5.411772843605174,2.109477983243429,"Cable Guy, The (1996)"
78499,14426,7.715513655899072,1.9755606982224494,Toy Story 3 (2010)
5459,14383,6.0232218591392614,1.9834218330757443,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002)
51255,14356,7.703747561994985,1.801563591582361,Hot Fuzz (2007)
54001,14346,7.537780566011432,2.0130287191531444,Harry Potter and the Order of the Phoenix (2007)
553,14333,7.406683876369218,1.8416302526526922,Tombstone (1993)
2671,14329,6.917649521948496,1.9925676115206152,Notting Hill (1999)
30707,14317,7.658727387022421,1.757841609987288,Million Dollar Baby (2004)
520,14245,6.134994734994735,2.0797327232765106,Robin Hood: Men in Tights (1993)
4308,14239,7.058079921342791,2.322002587865432,Moulin Rouge (2001)
163,14216,6.8785171637591445,1.8921166618270515,Desperado (1995)
56174,14182,6.982089973205472,1.8813521711910532,I Am Legend (2007)
69844,14175,7.669770723104056,2.008118079629151,Harry Potter and the Half-Blood Prince (2009)
6863,14156,6.772040124328907,1.884277911670033,School of Rock (2003)
70,14118,6.653137838220712,2.1033779757036433,From Dusk Till Dawn (1996)
81834,14053,7.730875969543869,2.0124182662787957,Harry Potter and the Deathly Hallows: Part 1 (2010)
3253,14041,6.910049141799017,1.9010679272363487,Wayne's World (1992)
80463,14034,7.50812312954254,1.7521469145531998,"Social Network, The (2010)"
1777,14009,6.782568348918552,1.9302090474326472,"Wedding Singer, The (1998)"
370,13958,5.957730333858719,2.1025690944864075,Naked Gun 33 1/3: The Final Insult (1994)
420,13942,5.500215177162531,1.9850509992580974,Beverly Hills Cop III (1994)
708,13940,6.78206599713056,1.8366836244828009,"Truth About Cats & Dogs, The (1996)"
4370,13924,6.5531456478023555,2.0835399116822693,A.I. Artificial Intelligence (2001)
1500,13905,7.457820927723841,1.7562462907608212,Grosse Pointe Blank (1997)
122904,13900,7.705323741007194,2.0564556197580908,Deadpool (2016)
160,13853,5.204432252941601,2.0533782173879924,Congo (1995)
2006,13850,6.563321299638989,1.9411696827379061,"Mask of Zorro, The (1998)"
832,13849,6.892266589645462,1.8155337367451718,Ransom (1996)
2302,13844,7.205576422999133,1.8047616451584467,My Cousin Vinny (1992)
76093,13833,7.822525843996241,1.8441539442320931,How to Train Your Dragon (2010)
1320,13783,6.224479431183342,1.9824996322197586,Alien³ (a.k.a. Alien 3) (1992)
1673,13777,7.408942440299049,1.920343484328915,Boogie Nights (1997)
5502,13776,6.490055168408827,2.052993698434764,Signs (2002)
3176,13769,7.010966664245769,1.9244395947275181,"Talented Mr. Ripley, The (1999)"
91500,13741,7.03798850156466,2.028081065804515,The Hunger Games (2012)
48385,13716,6.7245552639253425,2.3909747940332826,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006)
2572,13710,7.066156090444931,1.961869286740113,10 Things I Hate About You (1999)
653,13693,6.438034031987146,1.962857561542574,Dragonheart (1996)
71535,13628,7.525902553566187,1.8078588824345005,Zombieland (2009)
5669,13619,7.413246200161539,2.0291286497443477,Bowling for Columbine (2002)
2321,13600,7.151323529411765,1.7341208857659756,Pleasantville (1998)
